2020-01-20;;;
2020-01-21;;;1
;;;1
2020-01-23;;;2
2020-01-24;;;5
2020-01-25;;;11
2020-01-26;;;19
2020-01-27;;;26
2020-01-28;;;51
2020-01-29;;;70
2020-01-30;;;80
2020-01-31;;1;91
2020-02-01;;2;99
2020-02-02;;3;109
2020-02-03;;5;117
2020-02-04;;5;122
2020-02-05;;5;128
2020-02-06;;7;135
2020-02-07;;12;138
2020-02-08;;17;140
2020-02-09;;18;141
2020-02-10;;19;149
2020-02-11;;20;154
2020-02-12;;23;155
2020-02-13;;27;162
2020-02-14;;35;168
2020-02-15;;42;169
2020-02-16;;42;171
2020-02-17;;47;172
2020-02-18;;57;173
2020-02-19;1;60;172
2020-02-20;2;79;174
2020-02-21;2;96;174
2020-02-22;2;107;174
2020-02-23;2;115;174
2020-02-24;2;124;174
2020-02-25;2;129;174
2020-02-26;2;144;174
2020-02-27;2;150;174
2020-02-28;2;156;174
2020-02-29;2;157;174
2020-03-01;2;163;174
2020-03-02;2;168;174
2020-03-03;2;169;174
;2;169;174
2020-03-06;2;170;174
;2;170;174
2020-03-14;2;172;174
2020-03-15;2;172;175
2020-03-16;2;172;176
;2;172;176
2020-03-25;2;172;178
2020-03-26;2;172;180
;2;172;180
2020-03-30;2;172;181
2020-03-31;2;172;182
2020-04-01;2;172;183
2020-04-02;2;172;184
;2;172;184
2020-04-06;2;173;184
;2;173;184
2020-04-10;2;174;184
;2;174;184
2020-04-13;2;175;184
2020-04-14;2;176;184
;2;176;184
2020-04-16;2;177;184
;2;177;184
2020-04-18;2;178;184
;2;178;184
2020-04-23;2;180;184
2020-04-24;2;180;185
2020-04-25;2;181;185
;2;181;185
2020-05-07;2;182;185
;2;182;185
2020-05-09;2;183;185
;2;183;185
2020-07-02;2;183;186
;2;183;186
2020-07-07;2;183;187
;2;183;187
2020-07-14;2;183;188
;2;183;188
2020-07-17;2;184;188
;2;184;188
2020-07-20;2;185;188
2020-07-21;2;185;189
;2;185;189
2020-07-24;2;186;189
;2;186;189
2020-07-27;2;186;190
;2;186;190
2020-07-29;2;186;191
;2;186;191
2020-07-31;2;187;191
;2;187;191
2020-08-08;2;188;191
;2;188;191
2020-08-16;2;188;195
;2;188;195
2020-08-18;2;189;195
;2;189;195
2020-08-23;2;189;198
;2;189;198
2020-08-25;2;189;199
;2;189;199
2020-08-27;2;191;199
;2;191;199
2020-09-04;2;191;201
2020-09-05;2;192;201
;2;192;201
2020-09-07;2;193;201
;2;193;201
2020-09-13;2;194;203
2020-09-14;2;195;204
2020-09-15;2;195;205
2020-09-16;2;195;206
;2;195;206
2020-09-19;2;196;206
2020-09-20;2;196;208
2020-09-21;2;196;209
;2;196;209
2020-09-28;2;197;209
;2;197;209
2020-10-01;2;198;209
;2;198;209
2020-10-03;2;199;211
;2;199;211
2020-10-05;2;200;211
;2;200;211
2020-10-19;2;201;211
2020-10-20;2;202;211
;2;202;211
2020-10-22;2;204;211
2020-10-23;2;205;211
2020-10-24;2;206;211
;2;206;211
2020-10-29;2;206;212
2020-10-30;2;207;213
2020-10-31;2;208;213
;2;208;213
2020-11-05;2;208;214
;2;208;214
2020-11-10;2;209;214
;2;209;214
2020-11-14;2;209;217
;2;209;217
2020-11-18;2;210;217
;2;210;217
2020-11-27;2;210;218
2020-11-28;2;210;219
;2;210;219
2020-12-05;2;210;220
2020-12-06;2;210;221
;2;210;221
2020-12-10;2;210;222
2020-12-11;2;210;223
2020-12-12;2;210;224
;2;210;224
2020-12-15;2;211;226
;2;211;226
2020-12-17;2;211;227
;2;211;227
2020-12-23;2;213;227
;2;213;227
2020-12-25;2;213;229
;2;213;229
2020-12-29;2;214;229
;2;214;229
2020-12-31;2;215;230
;2;215;230
2021-01-04;2;216;230
;2;216;230
2021-01-07;2;218;230
2021-01-08;2;219;230
